X,Y,OBJECTID,ID,STATION,STATIONURL,STA_ID,SYSTEM,SYS_AGENCY,NTDID,LATITUDE,LONGITUDE,UA,UACODE,STATUS,SOURCE,SOURCEDATE,GRD_ELEV,ADDRESS,CITY,STATE,ZIP,STATIONSYS
-13571786.0187,4496877.9777,1063,9013030,I-880 STATION,NOT AVAILABLE,4803,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.413334643,-121.917428134,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,E TASMAN DR AND ALDER DR,MILPITAS,CA,95035,I-880 STATION - VTA
-13570044.4363,4496994.8477,1064,9013031,GREAT MALL STATION,NOT AVAILABLE,5235,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.414168515,-121.901783233,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,ELEVATED,GREAT MALL PKWY AND MAIN ST,MILPITAS,CA,95035,GREAT MALL STATION - VTA
-13568848.8987,4496239.0165,1065,9013032,MONTAGUE STATION,NOT AVAILABLE,5236,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.4087754660001,-121.891043536,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,E CAPITOL AVE AND MONTAGUE EXPY,MILPITAS,CA,95035,MONTAGUE STATION - VTA
-13567765.7456,4495409.534,1066,9013033,CROPLEY STATION,NOT AVAILABLE,5237,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.4028564500001,-121.881313406,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,N CAPITOL AVE AND CROPLEY AVE,SAN JOSE,CA,95132,CROPLEY STATION - VTA
-13566503.9287,4494364.9006,1067,9013034,HOSTETTER STATION,NOT AVAILABLE,5238,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.395401496,-121.869978312,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,N CAPITOL AVE AND AGUA VISTA DR,SAN JOSE,CA,95132,HOSTETTER STATION - VTA
-13565578.5529,4493272.7425,1068,9013035,BERRYESSA STATION,NOT AVAILABLE,5239,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.3876065920001,-121.86166552,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,N CAPITOL AVE AND OHLONE DR,SAN JOSE,CA,95132,BERRYESSA STATION - VTA
-13564791.8582,4492369.1731,1069,9013036,PENITENCIA CREEK STATION,NOT AVAILABLE,5240,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.381157063,-121.854598521,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,N CAPITOL AVE AND GILCHRIST DR,SAN JOSE,CA,95133,PENITENCIA CREEK STATION - VTA
-13563637.6419,4490985.7175,1070,9013037,MCKEE STATION,NOT AVAILABLE,5241,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.37128111,-121.84423002,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,N CAPITOL AVE AND MCKEE RD,SAN JOSE,CA,95127,MCKEE STATION - VTA
-13562308.4281,4489189.9863,1071,9013038,ALUM ROCK STATION,NOT AVAILABLE,5242,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.3584601430001,-121.832289489,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,S CAPITOL AVE AND WILBUR AVE,ALUM ROCK,CA,95116,ALUM ROCK STATION - VTA
-13589591.8805,4494336.4237,1072,9013039,MOUNTAIN VIEW STATION,NOT AVAILABLE,4786,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.3951982620001,-122.077380912,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,CENTRAL EXPY AND CASTRO ST,MOUNTAIN VIEW,CA,94043,MOUNTAIN VIEW STATION - VTA
-13587502.9114,4493884.491,1073,9013040,WHISMAN STATION,NOT AVAILABLE,4788,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.391972837,-122.058615383,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,PACIFIC DR AND WHISMAN STATION DR,MOUNTAIN VIEW,CA,94043,WHISMAN STATION - VTA
-13586777.7172,4494409.7397,1074,9013041,MIDDLEFIELD STATION,NOT AVAILABLE,4789,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.3957215020001,-122.052100853,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,E MIDDLEFIELD RD AND LOGUE AVE,MOUNTAIN VIEW,CA,94043,MIDDLEFIELD STATION - VTA
-13586500.6173,4495642.8798,1075,9013042,BAYSHORE NASA STATION,NOT AVAILABLE,4790,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.4045216050001,-122.049611622,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,MANILA DR AND ELLIS ST,MOUNTAIN VIEW,CA,94043,BAYSHORE NASA STATION - VTA
-13583982.5194,4496378.2884,1076,9013043,LOCKHEED MARTIN STATION,NOT AVAILABLE,4791,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.409769236,-122.026991164,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,N MATHILDA AVE AND 5TH AVE,SUNNYVALE,CA,94089,LOCKHEED MARTIN STATION - VTA
-13582873.034,4496613.1933,1077,9013044,BORREGAS STATION,NOT AVAILABLE,4792,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.4114453620001,-122.017024487,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,W JAVA DR AND BORREGAS AVE,SUNNYVALE,CA,94089,BORREGAS STATION - VTA
-13582253.638,4496294.3682,1078,9013045,CROSSMAN STATION,NOT AVAILABLE,4793,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.409170428,-122.011460358,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,E JAVA DR AND CROSSMAN AVE,SUNNYVALE,CA,94089,CROSSMAN STATION - VTA
-13581993.107,4495384.067,1079,9013046,FAIR OAKS STATION,NOT AVAILABLE,4794,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.402674715,-122.009119968,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,TASMAN DR AND N FAIR OAKS AVE,SUNNYVALE,CA,94089,FAIR OAKS STATION - VTA
-13580821.685,4495482.8995,1080,9013047,VIENNA STATION,NOT AVAILABLE,4795,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.4033799900001,-121.998596905,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,TASMAN DR AND VIENNA DR,SUNNYVALE,CA,94089,VIENNA STATION - VTA
-13579613.7144,4495506.7272,1081,9013048,REAMWOOD STATION,NOT AVAILABLE,4796,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.4035500250001,-121.987745521,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,TASMAN DR AND REAMWOOD AVE,SUNNYVALE,CA,94089,REAMWOOD STATION - VTA
-13578682.5229,4495473.4712,1082,9013049,OLD IRONSIDES STATION,NOT AVAILABLE,4797,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.403312709,-121.979380485,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,TASMAN DR AND OLD IRONSIDES DR,SANTA CLARA,CA,95054,OLD IRONSIDES STATION - VTA
-13578142.1369,4495499.8143,1083,9013050,GREAT AMERICA STATION,NOT AVAILABLE,4798,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.4035006940001,-121.974526115,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,TASMAN DR AND GREAT AMERICAN PKWY,SANTA CLARA,CA,95054,GREAT AMERICA STATION - VTA
-13576874.5289,4496095.9178,1084,9013051,LICK MILL STATION,NOT AVAILABLE,4799,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.4077543770001,-121.963138999,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,TASMAN DR AND CALLE DEL SOL,SANTA CLARA,CA,95054,LICK MILL STATION - VTA
-13575665.4035,4496294.7287,1085,9013052,CHAMPION STATION,NOT AVAILABLE,4800,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.4091730000001,-121.952277241,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,W TASMAN DR AND CHAMPION CT,SAN JOSE,CA,95134,CHAMPION STATION - VTA
-13584753.5842,4495345.703,1086,9013053,MOFFETT PARK STATION,NOT AVAILABLE,5023,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.4024009460001,-122.033917757,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,W MOFFETT PARK DR AND ENTERPRISE WAY,SUNNYVALE,CA,94089,MOFFETT PARK STATION - VTA
-13570239.9496,4485024.3433,1087,9013054,DIRIDON STATION,NOT AVAILABLE,5374,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.3287103010001,-121.903539559,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,LAUREL GROVE LANE,SAN JOSE,CA,95126,DIRIDON STATION - VTA
-13571029.7352,4483425.7712,1088,9013055,RACE STATION,NOT AVAILABLE,5375,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.3172906230001,-121.910634324,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,RACE ST AND PARKMOOR AVE,SAN JOSE,CA,95126,RACE STATION - VTA
-13571867.002,4482459.4084,1089,9013056,FRUITDALE STATION,NOT AVAILABLE,5376,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.3103864010001,-121.918155619,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,FRUITDALE AVE AND SOUTHEWEST EXPY,SAN JOSE,CA,95128,FRUITDALE STATION - VTA
-13573183.3523,4480970.0018,1090,9013057,BASCOM STATION,NOT AVAILABLE,5377,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.299744027,-121.929980595,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,SOUTHWEST EXPY AND BASCOM AVE,SAN JOSE,CA,95128,BASCOM STATION - VTA
-13573886.6393,4480162.0045,1091,9013058,HAMILTON STATION,NOT AVAILABLE,5378,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.2939699500001,-121.93629833,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,ELEVATED,HAMILTON AVE AND CREEKSIDE WAY,CAMPBELL,CA,95008,HAMILTON STATION - VTA
-13574647.7601,4479016.0926,1092,9013059,CAMPBELL STATION,NOT AVAILABLE,5379,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.2857803220001,-121.943135594,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,ORCHARD CITY DR AND RAILWAY AVE,CAMPBELL,CA,95008,CAMPBELL STATION - VTA
-13575194.74,4478134.3335,1093,9013060,WINCHESTER STATION,NOT AVAILABLE,5380,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.27947794,-121.948049198,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,2400 S WINCHESTER BLVD,CAMPBELL,CA,95008,WINCHESTER STATION - VTA
-13569659.2124,4485256.2677,1094,9013061,SAN FERNANDO STATION,NOT AVAILABLE,5388,VTA,SANTA CLARA VALLEY TRANSPORTATION AUTHORITY,9013,37.3303669490001,-121.898322708,"SAN JOSE, CA",29,OPEN,http://www.vta.org/getting-around/gtfs-info/data-file,2016/01/06 00:00:00,GROUND,W SAN FERNANDO ST AND DELMAS AVE,SAN JOSE,CA,95113,SAN FERNANDO STATION - VTA
-12473985.228,3954818.0608,1095,9209001,12TH STREET/JEFFERSON LIGHT RAIL STATION,NOT AVAILABLE,9000,VMR,"VALLEY METRO RAIL, INC.",9209,33.447231672,-112.055715842,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,PHOENIX,AZ,85034,12TH STREET/JEFFERSON LIGHT RAIL STATION - VMR
-12478782.3488,3963131.7078,1096,9209002,19TH AVE/CAMELBACK RD LIGHT RAIL STATION,NOT AVAILABLE,9001,VMR,"VALLEY METRO RAIL, INC.",9209,33.5095241130001,-112.098809111,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,PHOENIX,AZ,85015,19TH AVE/CAMELBACK RD LIGHT RAIL STATION - VMR
-12471042.6718,3954817.1085,1097,9209003,24TH STREET/JEFFERSON LIGHT RAIL STATION,NOT AVAILABLE,9002,VMR,"VALLEY METRO RAIL, INC.",9209,33.447224534,-112.02928241,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,PHOENIX,AZ,85034,24TH STREET/JEFFERSON LIGHT RAIL STATION - VMR
-12467772.3261,3954935.2014,1098,9209004,38TH STREET/WASHINGTON LIGHT RAIL STN,NOT AVAILABLE,9003,VMR,"VALLEY METRO RAIL, INC.",9209,33.448109693,-111.999904395,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,PHOENIX,AZ,85034,38TH STREET/WASHINGTON LIGHT RAIL STN - VMR
-12475499.4168,3954692.8265,1099,9209005,3RD STREET/JEFFERSON LIGHT RAIL STATION,NOT AVAILABLE,9004,VMR,"VALLEY METRO RAIL, INC.",9209,33.4462929750001,-112.069318031,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,PHOENIX,AZ,85004,3RD STREET/JEFFERSON LIGHT RAIL STATION - VMR
-12466482.3059,3954944.3688,1100,9209006,44TH STREET/WASHINGTON LIGHT RAIL STN,NOT AVAILABLE,9005,VMR,"VALLEY METRO RAIL, INC.",9209,33.4481784070001,-111.988315946,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,PHOENIX,AZ,85008,44TH STREET/WASHINGTON LIGHT RAIL STN - VMR
-12477058.5028,3963102.0926,1101,9209007,7TH AVE/CAMELBACK RD LIGHT RAIL STATION,NOT AVAILABLE,9006,VMR,"VALLEY METRO RAIL, INC.",9209,33.509302292,-112.083323539,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,PHOENIX,AZ,85013,7TH AVE/CAMELBACK RD LIGHT RAIL STATION - VMR
-12475997.9217,3962049.9843,1102,9209008,CAMPBELL/CENTRAL AVE LIGHT RAIL STATION,NOT AVAILABLE,9007,VMR,"VALLEY METRO RAIL, INC.",9209,33.501421517,-112.073796177,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,PHOENIX,AZ,85013,CAMPBELL/CENTRAL AVE LIGHT RAIL STATION - VMR
-12461841.9191,3953596.2506,1103,9209009,CENTER PKWY/WASHINGTON LIGHT RAIL STN,NOT AVAILABLE,9008,VMR,"VALLEY METRO RAIL, INC.",9209,33.4380731260001,-111.946630642,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,TEMPE,AZ,85281,CENTER PKWY/WASHINGTON LIGHT RAIL STN - VMR
-12476164.7963,3963016.9546,1104,9209010,CENTRAL AVE/CAMELBACK LIGHT RAIL STATION,NOT AVAILABLE,9009,VMR,"VALLEY METRO RAIL, INC.",9209,33.5086645960001,-112.075295237,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,PHOENIX,AZ,85012,CENTRAL AVE/CAMELBACK LIGHT RAIL STATION - VMR
-12458531.7091,3950490.5452,1105,9209011,DORSEY LN/APACHE BLVD LIGHT RAIL STATION,NOT AVAILABLE,9010,VMR,"VALLEY METRO RAIL, INC.",9209,33.4147887710001,-111.91689452,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,TEMPE,AZ,85281,DORSEY LN/APACHE BLVD LIGHT RAIL STATION - VMR
-12476001.63,3958342.9553,1106,9209012,ENCANTO/CENTRAL AVE LIGHT RAIL STATION,NOT AVAILABLE,9011,VMR,"VALLEY METRO RAIL, INC.",9209,33.4736484480001,-112.073829489,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,PHOENIX,AZ,85003,ENCANTO/CENTRAL AVE LIGHT RAIL STATION - VMR
-12475997.9217,3961292.0936,1107,9209013,INDIAN SCHOOL/CENTRAL LIGHT RAIL STATION,NOT AVAILABLE,9012,VMR,"VALLEY METRO RAIL, INC.",9209,33.4957441230001,-112.073796177,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,PHOENIX,AZ,85012,INDIAN SCHOOL/CENTRAL LIGHT RAIL STATION - VMR
-12476155.1159,3954887.5854,1108,9209014,JEFFERSON STREET/1ST AVE LIGHT RAIL STN,NOT AVAILABLE,9013,VMR,"VALLEY METRO RAIL, INC.",9209,33.447752791,-112.075208277,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,PHOENIX,AZ,85003,JEFFERSON STREET/1ST AVE LIGHT RAIL STN - VMR
-12457571.7823,3950485.3279,1109,9209015,MCCLINTOCK DR/APACHE LIGHT RAIL STATION,NOT AVAILABLE,9014,VMR,"VALLEY METRO RAIL, INC.",9209,33.41474965,-111.908271351,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,TEMPE,AZ,85281,MCCLINTOCK DR/APACHE LIGHT RAIL STATION - VMR
-12476001.63,3957149.0318,1110,9209016,MCDOWELL/CENTRAL AVE LIGHT RAIL STATION,NOT AVAILABLE,9015,VMR,"VALLEY METRO RAIL, INC.",9209,33.4647016750001,-112.073829489,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,PHOENIX,AZ,85003,MCDOWELL/CENTRAL AVE LIGHT RAIL STATION - VMR
-12461178.9235,3952186.9962,1111,9209017,MILL AVE/THIRD STREET LIGHT RAIL STATION,NOT AVAILABLE,9016,VMR,"VALLEY METRO RAIL, INC.",9209,33.4275083200001,-111.940674851,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,TEMPE,AZ,85281,MILL AVE/THIRD STREET LIGHT RAIL STATION - VMR
-12478884.853,3964611.0123,1112,9209018,MONTEBELLO/19TH AVE LIGHT RAIL STATION,NOT AVAILABLE,9017,VMR,"VALLEY METRO RAIL, INC.",9209,33.5206035420001,-112.099729922,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,PHOENIX,AZ,85015,MONTEBELLO/19TH AVE LIGHT RAIL STATION - VMR
-12476000.5704,3960104.8527,1113,9209019,OSBORN RD/CENTRAL AVE LIGHT RAIL STATION,NOT AVAILABLE,9018,VMR,"VALLEY METRO RAIL, INC.",9209,33.4868496980001,-112.073819971,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,PHOENIX,AZ,85012,OSBORN RD/CENTRAL AVE LIGHT RAIL STATION - VMR
-12455326.1265,3950495.4825,1114,9209020,PRICE-101 FWY/APACHE LIGHT RAIL STATION,NOT AVAILABLE,9019,VMR,"VALLEY METRO RAIL, INC.",9209,33.414825792,-111.888098281,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,TEMPE,AZ,85281,PRICE-101 FWY/APACHE LIGHT RAIL STATION - VMR
-12462896.408,3954121.4323,1115,9209021,PRIEST DR/WASHINGTON LIGHT RAIL STATION,NOT AVAILABLE,9020,VMR,"VALLEY METRO RAIL, INC.",9209,33.4420099450001,-111.956103277,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,TEMPE,AZ,85281,PRIEST DR/WASHINGTON LIGHT RAIL STATION - VMR
-12476031.0317,3956431.4669,1116,9209022,ROOSEVELT/CENTRAL AVE LIGHT RAIL STATION,NOT AVAILABLE,9021,VMR,"VALLEY METRO RAIL, INC.",9209,33.4593240930001,-112.074093609,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,PHOENIX,AZ,85003,ROOSEVELT/CENTRAL AVE LIGHT RAIL STATION - VMR
-12456735.2902,3950490.4052,1117,9209023,SMITH-MARTIN/APACHE LIGHT RAIL STATION,NOT AVAILABLE,9022,VMR,"VALLEY METRO RAIL, INC.",9209,33.414787721,-111.900757014,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,TEMPE,AZ,85281,SMITH-MARTIN/APACHE LIGHT RAIL STATION - VMR
-12453412.6325,3950499.4198,1118,9209024,SYCAMORE/MAIN STREET LIGHT RAIL STATION,NOT AVAILABLE,9023,VMR,"VALLEY METRO RAIL, INC.",9209,33.4148553150001,-111.870909072,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,MESA,AZ,85202,SYCAMORE/MAIN STREET LIGHT RAIL STATION - VMR
-12475996.3324,3959355.3466,1119,9209025,THOMAS RD/CENTRAL AVE LIGHT RAIL STATION,NOT AVAILABLE,9024,VMR,"VALLEY METRO RAIL, INC.",9209,33.4812341700001,-112.0737819,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,PHOENIX,AZ,85004,THOMAS RD/CENTRAL AVE LIGHT RAIL STATION - VMR
-12459648.9744,3951289.4794,1120,9209026,UNIVERSITY DR/RURAL LIGHT RAIL STATION,NOT AVAILABLE,9025,VMR,"VALLEY METRO RAIL, INC.",9209,33.420779204,-111.926931085,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,TEMPE,AZ,85281,UNIVERSITY DR/RURAL LIGHT RAIL STATION - VMR
-12476141.0895,3955446.1575,1121,9209027,VAN BUREN/1ST AVE LIGHT RAIL STATION,NOT AVAILABLE,9026,VMR,"VALLEY METRO RAIL, INC.",9209,33.451939435,-112.075082275,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,PHOENIX,AZ,85003,VAN BUREN/1ST AVE LIGHT RAIL STATION - VMR
-12460654.99,3952001.0127,1122,9209028,VETERANS WAY/COLLEGE LIGHT RAIL STATION,NOT AVAILABLE,9027,VMR,"VALLEY METRO RAIL, INC.",9209,33.4261139550001,-111.935968277,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,TEMPE,AZ,85281,VETERANS WAY/COLLEGE LIGHT RAIL STATION - VMR
-12474150.9107,3954952.344,1123,9209029,12TH STREET/WASHINGTON LIGHT RAIL STN,NOT AVAILABLE,9028,VMR,"VALLEY METRO RAIL, INC.",9209,33.448238184,-112.057204195,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,PHOENIX,AZ,85034,12TH STREET/WASHINGTON LIGHT RAIL STN - VMR
-12471043.8638,3954949.0108,1124,9209030,24TH STREET/WASHINGTON LIGHT RAIL STN,NOT AVAILABLE,9030,VMR,"VALLEY METRO RAIL, INC.",9209,33.4482132000001,-112.029293118,"PHOENIX-MESA, AZ",12,OPEN,https://www.phoenix.gov/publictransitsite/Documents/google_transit.zip,2015/12/22 00:00:00,GROUND,NOT AVAILABLE,PHOENIX,AZ,85034,24TH STREET/WASHINGTON LIGHT RAIL STN - VMR
